Sentence,Score
"The main objectives of the Society shall be the service of the mentally ill, alcoholics and drug
addicts, women in distress and children and other groups in distress.",tensor(0.2757)
"The society shall aim at—
(a) Improving the social and non-social environment of the mental hospitals of Kerala.",tensor(0.2127)
(b) Providing the mentally ill with facilities to improve their life conditions.,tensor(0.3617)
"(c) Rehabilitating the recovered patients, especially those who are unwanted by their families.” […]
Clause 10 deals with the capital of the society, which reads as follows:— “10.",tensor(0.4699)
"The required capital of
the society shall be raised by the membership and subscription fees and donations, loans, grants and
other voluntary contributions from the public State and Central Governments and other institutions
or organisations.” […]
8.",tensor(0.5287)
"It is true that Clause 4 of the Rules and Regulations shows that the Society is constituted with the
main objectives of rendering service of the mentally ill, alcoholics and drug addicts, women in
distress and children and other groups in distress.",tensor(0.5676)
"But, there is absolutely nothing in the Rules and
Regulations of Memorandum of Association to show that prior to the formation and registration, of
the society there was a trust haying any property.",tensor(0.4831)
"On the other hand, a reading of the memorandum
of Association shows that there were 7 promotees and they convened a General Body meeting on
5-1-1986.",tensor(0.4846)
"The General Body held on 5-1-1986 decided to register the 1st petitioner as a Society under
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
44
 Act XII of 1955.",tensor(0.5896)
"Clause 10 shows that on the date of formation of the Society there was no property
over which the Society had any ownership.",tensor(0.5413)
"A formation of a Society under the provisions of Act XII
of 1955 to carry out any charitable or social purpose will not make the Society a public Trust.",tensor(0.4888)
"The
Society is empowered to acquire property also to use for its purposes.",tensor(0.4098)
"But, that property which is to
be Acquired will only be the property of the Society and it will not be a property in respect of which
it is possible to predicate a trust.",tensor(0.5090)
The preamble of the Act XII of 1955 is relevant.,tensor(0.6795)
"It states as
follows:— “Whereas it is expedient that provision should be made for improving the legal condition
of Societies, established for the promotion of literature, science, or the fine arts, or for the diffusion
of useful knowledge or for charitable purposes.” Section 3 of the Act provides that any seven or more
persons associated for any charitable purpose may by subscribing their names to a memorandum of
association and filing the same with the Registrar, form themselves into a society.",tensor(0.3589)
"Section 32 of the
Act provides that the following Societies may be registered under the Act:
“Charitable societies, societies established for the promotion of science literature or
the fine arts, the diffusion of useful knowledge, the foundation or maintenance of
libraries or reading rooms for general use among the members or open to the public,
or public museums and galleries of painting and other works of art collections of
natural history mechanical and philosophical inventions, instruments or designs.”
Section 8 of the Act deals with the property of the Society.",tensor(0.3740)
It reads as follows:— “8.,tensor(0.6345)
Property of society how vested.,tensor(0.4371)
"The property, movable and immovable, belonging to
a society, if not vested in trustees, shall be deemed to be vested, for the time being, in
the governing body of such society, and in all proceedings, civil and criminal, may be
described as the property of the governing body of such society by their proper title.”
A reading of Section 8 makes it clear that unless the properties had already vested
separately in trustees, it shall vest in the governing body of the society.",tensor(0.4367)
"[…] Section 25
deals with application to court for dissolution framing schemes, etc.",tensor(0.4188)
"Section 25 reads
as follows:— “25.",tensor(0.4521)
"Application to Court for dissolution, framing a scheme, etc.",tensor(0.4866)
"— (1)
When an application is made by the State Government or ten per cent of the
members on the rolls of a society to the District Court within the jurisdiction of which
the society is registered, the Court may, after enquiry and on being satisfied that it is
just and equitable pass any of the following orders:—
(a) removing the existing governing body and appointing a fresh governing body; or
(b) framing a scheme for the better and efficient management of the society; or
(c) dissolving the Society.",tensor(0.2361)
"(2) Where the application under sub-section (1) is by the members of the society, the
applicant shall deposit in Court along with the application the sum of one hundred
rupees in cash as security for costs.” Section 25 makes it very clear that a suit can be
filed before the District Court by 10% of the members of the society against the
Society for removing the existing governing body and appointing a fresh governing
body or for framing a scheme for the better and efficient management of the society.",tensor(0.3066)
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
45
 The right to file the suit to frame a scheme is not confined to the State Government
alone.",tensor(0.5864)
"The relief that the District Court can grant is not restricted to ordering
dissolution of the society only.",tensor(0.6203)
"Section 25 confers power on the members of the
society to institute a suit for removing the governing body or for appointing a fresh
governing body and for framing a scheme.",tensor(0.4051)
"The only condition is that to file such suit
minimum 10% of the members on the rolls of the society shall join together and the
suit is to be filed before the District Court, Sub-
section (2) of Section 25 provides that the plaintiff has to deposit Rs.",tensor(0.4930)
100/- as security for costs.,tensor(0.6646)
9.,tensor(0.7731)
"A reading of the various Sections of Act XII of 1955 shows that even if the object of a society
formed under the provisions of Act XII of 1955 is a charitable purpose and even if it acquires
property and use the same for achieving the object of the society, the property is owned by the
Society and it belongs to it.",tensor(0.5727)
"The property is that of the society which is a legal person by virtue of the
provisions of the statute.",tensor(0.2650)
"It cannot be said that whenever a society acquires property, it declares
itself as a trustee in respect of that property.",tensor(0.2942)
"The Society has a legal obligation to use the property
for purposes of the society acquired strictly in accordance with the provisions contained in the Rules
and Regulations of Memorandum of Association.",tensor(0.2981)
"By no stretch of imagination it can be considered
as a declaration of trust in respect of a property acquired by the Society.",tensor(0.5209)
"-xxx-
11.",tensor(0.7821)
"The preamble of the Indian Trusts Act, 182, states that it was enacted to define and amend the
law relating to private trusts and trustees.",tensor(0.4800)
Section 3 of the Indian Trusts Act defines “trust”.,tensor(0.2387)
"It reads
as follows:— “A “Trust” is an obligation annexed to the ownership of property, and arising out of a
confidence reposed in and accepted by the owner, or declared and accepted by him, for the benefit of
another, or of another and the owner.” To constitute a trust, there must be an author of the trust,
trustees, beneficiary, trust property and beneficial interest.",tensor(0.3083)
"The concept of trust involves four
ingredients; a settlor or donor, a trustee or trustees, the beneficiaries and the subject matter.",tensor(0.4964)
"Of
course, the beneficiaries may be a specified group or general public.",tensor(0.6540)
"Trust may be either express or
constructive.",tensor(0.4528)
"But, a trust is created only when the author of the trust indicates with reasonable
certainty by words or act the intention in his part to create a trust, beneficiary and the trust
property.",tensor(0.3100)
The subject matter of a trust must be a property transferable to the beneficiary.,tensor(0.4349)
"It must
not be merely a beneficial interest.",tensor(0.6936)
12.,tensor(0.8378)
"In Kesava Panicker v. Damodara Panicker 1975 Ker LT 797:
(AIR 1976 Kerala 86) a Full Bench of this Court considered the effect of the
subsequent registration of a society.",tensor(0.5955)
"[…] That principle was followed in Sukumaran v.
Akamala Sree Dharma Sastha Idol (1992) 1 Ker LT 432: (AIR 1992 Kerala 406), but
in both those cases there were materials to show that a public trust was in existence
and later that trust got registered under the provisions of Act XII of 1955.",tensor(0.2775)
"I shall
consider whether there is any material in this case to show that the 1st petitioner was
a trust and later it got itself registered under the provisions of Act XII of 1955.",tensor(0.4286)
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
46
 13.",tensor(0.7378)
"[…] A reading of various averments in the Original Petition shows that though the word “Trust”
is used to describe the 1st petitioner, there is no averments in the pleadings to show the existence of
a Trust, whether Public or Private.",tensor(0.6476)
"On the other hand, the materials on record clearly shows that the
1st petitioner is a Society registered under Act XII of 1955.",tensor(0.6493)
14.,tensor(0.7134)
A comparison of Section 25 of the Act XII of 1955 and Section 92 of C.P.,tensor(0.3830)
"Code shows that the
reliefs provided under Section 25 of the Act and under Section 92 of the C.P.",tensor(0.3508)
Code are similar.,tensor(0.6834)
"The
suit under Section 25 of the Act is also to be filed before the District Court.",tensor(0.5416)
"The main difference is
that to file a suit under Section 25 of the Act a minimum 10% of the members of the Society must
join together as plaintiffs.",tensor(0.4608)
"But they need not obtain any permission as contemplated under Section
92 of the C.P.",tensor(0.7580)
Code.,tensor(0.8447)
"The minimum number of 10% of the members is insisted to see that the Society
is not unnecessarily dragged to court of law.",tensor(0.6573)
"The member of the Society cannot be allowed to
circumvent that provision by making an allegation that the Society is a Trust.",tensor(0.6668)
15.,tensor(0.9086)
"The learned counsel appearing for the contesting respondents has argued that when there are
averments in the petition regarding the existence of a trust, the Court is bound to grant the
permission sought for and the Court cannot consider whether the allegation regarding the existence
of trust is true or not.",tensor(0.6912)
It is argued that is a matter to be decided after taking evidence.,tensor(0.6588)
16.,tensor(0.8285)
"It is true that it is the allegation in the plaint that determines the jurisdiction of the Court under
Section 92 of C.P.",tensor(0.7931)
Code.,tensor(0.8955)
"If a breach of trust is alleged in the plaint, it is sufficient to confer
jurisdiction to the Court.",tensor(0.7277)
"But, when the very existence of a trust of any kind is denied, the court must
look into the pleadings and the documents produced by the plaintiffs to see whether there is any
material to show a prima facie case of existence of the trust.",tensor(0.4142)
"Of course, if the contention is that there
is no public trust but only a private trust, a decision as to whether the trust is public or private can
be taken only after taking evidence.",tensor(0.6428)
17.,tensor(0.9200)
"The learned counsel for the respondents 1 to 6 has argued that if there are averments in the
original Petition to the effect that the O.P.",tensor(0.7110)
"relates to a trust the District Court shall not reject the
O.P.",tensor(0.6250)
on the ground that there is no trust.,tensor(0.7944)
"It is argued that the Apex Court has held that it is not even
necessary to hear the respondent before granting leave.",tensor(0.8328)
It is true that in B.S.,tensor(0.7525)
"Adityan v. B.
Ramachandran Adityan 2004 AIR SCW 3044: (AIR 2004 SC 3448), the Apex Court has held that
leave can be granted without issuing notice to the respondent.",tensor(0.5915)
"But in the very same decision it was
also held that the respondent after appearing in the suit, can file petition to revoke the leave already
granted.",tensor(0.4266)
"So, there is no merit in the contention of the contesting respondent that if there are
averments in the petition regarding the existence of trust, the District Court shall entertain the
application and grant leave.",tensor(0.6621)
18.,tensor(0.9212)
"The learned counsel appearing for respondents 1 to 6 has argued that the scope of enquiry in an
Original Petition is very limited and the District Court has merely to see whether there is prima facie
case for granting the relief.",tensor(0.6709)
"[…] It is true that the plaintiff need only establish a prima facie case of
existence of a trust.",tensor(0.2823)
"But, there must be materials to make a prima facie case of existence of a trust.",tensor(0.2788)
There is total lack of any such materials in this case.,tensor(0.5892)
"Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
47
 -xxx-
21.",tensor(0.8030)
"The learned District Judge allowed the Original Petition on a wrong assumption that the 1st
petitioner Society is a Trust.",tensor(0.5677)
"There is absolutely no material to show prima facie that 1st petitioner is
a Trust, either public or private.",tensor(0.2748)
"There is also no material to show that there was a Trust of public
nature, which subsequently got registered under the provisions of Act XII of 1955.",tensor(0.3223)
"Since there is no
material to make out a prima facie case that the 1st petitioner is a public Trust and any person had
settled any properties for the benefit of the beneficiaries, the provisions of Section 92 of C.P.C.",tensor(0.5324)
cannot be invoked.,tensor(0.6218)
"So, the impugned order is illegal, unsustainable and liable to be set aside.”
(Emphasis supplied)
66.",tensor(0.5735)
"While dealing with the same issue, the Madras High Court also in Periyar Self Respect
Propaganda Institution (supra), took the view that the properties in question vested with a society
and not a trust, thereby rendering the suit under Section 92 not maintainable.",tensor(0.4730)
"Therein, the fact that
the institution was registered under the Societies Registration Act, 1860 and that the properties
were vested in the President and Secretary of the institution who were empowered to purchase and
sell properties on behalf of the institution, were, in the opinion of the High Court, factors which
indicated that a trust neither existed nor was created.",tensor(0.5810)
"The relevant observations are as thus:
“9.",tensor(0.7500)
"In order to maintain the suit under Section 92 CPC the petitioners/plaintiffs
should show the existence of a Trust and the alleged breach of the terms of the Trust;
besides which the interestedness of the petitioners/plaintiffs in the running the Trust
shall also be made known.",tensor(0.8166)
10.,tensor(0.8922)
"But as seen from the Memorandum of Articles of Association of the Periyar Self
Respect Propaganda Institution (first defendant), Tiruchirapalli, it is found that it
was incorporated and found to have been registered under the Societies Registration
Act 21/1860.",tensor(0.6396)
"That Certificate number is 13/1952 with a Memorandum of Articles of
Association containing 13 life members and 30 Rules; according to Clause 22, the life
members of the Executive Committee alone shall be the Trustees of the properties
already purchased.",tensor(0.3926)
"According to Clause 23, the properties of the Institution shall be
in the names of the President and the Secretary and they shall have to power to
purchase and sell the properties on behalf of the Institution.",tensor(0.3164)
"If it is a Trust Property,
there will not be a clause empowering the President to sell the properties.",tensor(0.3568)
"That itself
indicates that it is not a Trust.",tensor(0.5565)
"The fact that it was registered under the Societies Act
may also lend support to the above view.",tensor(0.7427)
"-xxx-
14.",tensor(0.7405)
"In this case also the property vest with the President and Secretary of the first defendant as per
clause 23 of the Memorandum of Articles of Association of the first defendant Institution, which was
registered under the Societies Registration Act 21/1860.",tensor(0.5387)
"Therefore, the property is vested with a
society and not with a Trust and as per the observations made in the above cited case a suit under
Section 92, CPC is not maintainable, (to) which Societies Registration Act is applicable, proceeding
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
48
 with a suit under Section 92, CPC was deprecated in Babaji Kondaji Garad v. Nasik Merchants
Co-operative Bank Ltd., Nasik ((1984) 2 SCC 50 : AIR 1984 SC 192).",tensor(0.4522)
"There is also no interestedness
shown upon the plaintiffs in the running of the Trust.” (Emphasis supplied)
67.",tensor(0.6295)
In S.R.,tensor(0.7429)
"Bahuguna (supra), the Delhi High Court had held that the suit under Section 92 was not
maintainable for not having satisfied two crucial ingredients i.e., the defendant no.",tensor(0.6209)
"1 was a society
and not a public charitable trust, and the plaintiffs were also not ‘persons interested’ in the trust.",tensor(0.4844)
"Therein, for the purpose of constructing a building on a plot of land belonging to defendant society
and develop it, a board of five trustees was set up by the standing committee of the defendant society
through a registered trust deed dated 01.09.1975 where the President of the defendant society was
the Managing Trustee.",tensor(0.4883)
"However, the trust was revoked almost two years later since the construction
was complete and the purposes for which it had been set up was fulfilled.",tensor(0.5783)
"In this context, the Delhi
High Court emphasized that Section 5 of the Societies Registration Act, 1860 cannot be construed to
mean that the governing body members of the society would automatically become trustees if no
trust is created to manage the assets of the society.",tensor(0.7345)
"The relevant observations are as follows:
“12.",tensor(0.7792)
"The sum and substance of the suit averments is that the AIWC, a registered
Society, constituted a trust on 01.09.1975 for the purpose of constructing upon a plot
of land allotted to it in 1962.",tensor(0.6601)
"This was part of the avowed objectives that govern the
Society.",tensor(0.6313)
"The AIWC had resolved that after construction, the building would be
utilized to provide housing for as many working women as was feasible and also at
the same time generate rental income to sustain its other welfare activities.",tensor(0.6433)
"The
plaintiffs allege various acts of financial irregularities in relation to construction
activity undertaken by the AIWC as well as alleged acts of embezzlement on part of
the Treasurer.",tensor(0.5045)
"They also rely upon certain observations by the AIWC's Chartered
Accountants or Auditors.",tensor(0.5245)
"Their claim to be persons interested for the purpose of
obtaining leave is that they were associated with the Society having worked there for
some time and are, therefore, 'interested for its proper management and functioning'.",tensor(0.7501)
"-xxx-
14.",tensor(0.8270)
"[…] Besides, there is no denial that the first defendant is a society, not a Trust; a
Trust was set up for a limited period, for a special purpose, i.e.",tensor(0.7535)
"to construct a
building.",tensor(0.8346)
"Apparently, after that objective was achieved, the Trust was dissolved or
wound up.",tensor(0.8475)
"In these circumstances, the Court is of opinion that the suit is not
maintainable.",tensor(0.7954)
"-xxx-
16.",tensor(0.8176)
"In view of the above discussion, the Court is of opinion that the suit is not maintainable, because
two crucial ingredients, which are essential pre-requisites for action under Section 92 are lacking;
the first, defendant is a society, and not a public charitable Trust.",tensor(0.7331)
"The Trust which had been set up
earlier was dissolved in 1997; that has not been disputed.",tensor(0.6926)
The suit was filed in 2001.,tensor(0.6903)
"Section 5 of the
Societies Registration Act 1860, says that the property and assets of a registered society vest either
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
49
 in a trust, set up for that purpose, or the society's governing council or body.",tensor(0.6273)
"This however, does not
mean that the governing body members if no trust is created to manage the society's assets, become
trustees.",tensor(0.6397)
No authority was shown to advance such an argument.,tensor(0.8556)
"The second ingredient, i.e.",tensor(0.9575)
"the
plaintiffs being 'persons interested' is also lacking, in this case.",tensor(0.9734)
17.,tensor(1.)
"For the above reasons, the plaintiffs cannot be granted leave to file a suit, under Section 92 of the
CPC.",tensor(0.7405)
"The suit and all pending applications are, therefore, dismissed without any order on costs.”
(Emphasis supplied)
68.",tensor(0.6069)
"In Young Mens Christian Association of Ernakulam (supra), the plaintiffs alleged before the
Delhi High Court that the defendant society owned a large number of movable and immovable
properties across India and held in trust, various properties of its member associations.",tensor(0.6493)
"The High
Court accepted such a contention and leave to institute a suit under Section 92 was granted by
delineating the following:
i.",tensor(0.5662)
"First, emphasis was laid on several Articles of the Memorandum of Association of
the defendant society of which one provided that certain properties were indeed held
in trust by the defendant society on behalf of the member YMCAs.",tensor(0.3869)
"Furthermore, the historical background indicated that the defendant society started
administering and looking after existing member YMCAs which were formed even
before it was registered as a society, quite similar to the factual scenario in Kesava
Panicker (supra).",tensor(0.3121)
"The defendant society was not only holding properties in trust but
also exercised the power to enter into transactions in respect of such properties.",tensor(0.2204)
"On a
consideration of all the above, it was held that there remained no doubt that the
defendant society was in both ‘express’ and ‘constructive’ trust of the properties
belonging to its members.",tensor(0.4311)
ii.,tensor(0.7676)
"Secondly, by interpreting Section 3 of the Indian Trusts Act, 1882, the elements
that were required to be fulfilled for an express or constructive trust were said to be –
(a) ownership of a property, (b) a confidence reposed by the owner, and (c) the said
confidence being accepted for the benefit of another.",tensor(0.5191)
"It was stated that if these
elements are satisfied a trust could be said to be created.",tensor(0.4018)
"It was, however
acknowledged that the term “express or constructive trust” in Section 92 of the CPC
does not relate to a trust constituted under the Indian Trust Act, 1882 but any body
or entity which holds in trust any property and is created for public purposes of a
religious or charitable nature.",tensor(0.4583)
"Hence, a society might also be able to satisfy the test of
an express or constructive trust, when the facts reveal the creation of a trust.",tensor(0.6706)
69.,tensor(0.8184)
"The relevant observations are reproduced as follows:
“11.",tensor(0.6967)
"A perusal of the above clauses of the Defendant's Memorandum reveals that the
Society is one which possesses a public character.",tensor(0.6162)
"It is working for the people who
constitute its members as also for the larger interest of the community.",tensor(0.7033)
"It is common
Operation Asha vs Shelly Batra on 5 August, 2025
Indian Kanoon - http://indiankanoon.org/doc/103180344/
50",tensor(0.2686)
